Name,Class,C:DB,Formula,HS578T_NoLab_1_1.raw(F36),HS578T_NoLab_1_2.raw(F37),HS578T_NoLab_2_1.raw(F39),HS578T_NoLab_2_2.raw(F40),HS578T_NoLab_3_1.raw(F41),HS578T_NoLab_3_2.raw(F42),OVCAR5_NoLab_1_1.raw(F138),OVCAR5_NoLab_1_2.raw(F139),OVCAR5_NoLab_2_1.raw(F141),OVCAR5_NoLab_2_2.raw(F142),OVCAR5_NoLab_3_1.raw(F143),OVCAR5_NoLab_3_2.raw(F144),SF539_NoLab_1_1.raw(F159),SF539_NoLab_1_2.raw(F160),SF539_NoLab_2_1.raw(F162),SF539_NoLab_2_2.raw(F163),SF539_NoLab_3_1.raw(F164),SF539_NoLab_3_2.raw(F165),SKMEL5_NoLab_1_1.raw(F180),SKMEL5_NoLab_1_2.raw(F181),SKMEL5_NoLab_2_1.raw(F183),SKMEL5_NoLab_2_2.raw(F184),SKMEL5_NoLab_3_1.raw(F185),SKMEL5_NoLab_3_2.raw(F186),HCT15_NoLab_1_1.raw(F15),HCT15_NoLab_1_2.raw(F16),HCT15_NoLab_2_1.raw(F18),HCT15_NoLab_2_2.raw(F19),HCT15_NoLab_3_1.raw(F20),HCT15_NoLab_3_2.raw(F21),NCIH460_NoLab_1_1.raw(F96),NCIH460_NoLab_1_2.raw(F97),NCIH460_NoLab_2_1.raw(F99),NCIH460_NoLab_2_2.raw(F100),NCIH460_NoLab_3_1.raw(F101),NCIH460_NoLab_3_2.raw(F102),OVCAR3_NoLab_1_1.raw(F117),OVCAR3_NoLab_1_2.raw(F118),OVCAR3_NoLab_2_1.raw(F120),OVCAR3_NoLab_2_2.raw(F121),OVCAR3_NoLab_3_1.raw(F122),OVCAR3_NoLab_3_2.raw(F123),SW620_NoLab_1_1.raw(F201),SW620_NoLab_1_2.raw(F202),SW620_NoLab_2_1.raw(F204),SW620_NoLab_2_2.raw(F205),SW620_NoLab_3_1.raw(F206),SW620_NoLab_3_2.raw(F207),T47D_NoLab_1_1.raw(F222),T47D_NoLab_1_2.raw(F223),T47D_NoLab_2_1.raw(F225),T47D_NoLab_2_2.raw(F226),T47D_NoLab_3_1.raw(F227),T47D_NoLab_3_2.raw(F228)
TAG 52:3; TAG 16:1-18:1-18:1; [M+NH4]+,TAG , 52:3,C55 H100 O6,43.78410561,53.19352834,30.31871543,29.17931627,39.41906299,37.1197725,45.86796373,43.07198999,31.68177891,32.41763146,48.94517543,46.80810178,60.94809359,61.05330188,45.83101947,47.15783986,45.84866087,69.30613198,173.2382419,163.6367392,207.7234717,209.6446465,228.466719,242.189539,6.634246358,6.216578454,7.385642918,8.582287528,9.080064539,8.648551023,293.3728683,329.4234736,344.168983,255.8919019,313.0937705,308.6861572,72.84420404,79.13542658,67.08606223,81.49112679,54.42488037,54.57811038,39.25219607,42.2449904,31.09447083,37.09400339,52.77258058,44.809955,29.77447715,27.66079377,27.01369065,27.65279312,33.75080833,30.74642967
TAG 52:4; TAG 16:1-18:1-18:2; [M+NH4]+,TAG , 52:4,C55 H98 O6,1.756823956,1.070410646,1.13177586,0.659675707,0.806004272,1.05094149,0.557015768,0.8203241,0.579591804,0.436794035,0.827344749,0.899179387,2.069370934,1.850278334,1.469326848,3.609976944,2.59962227,4.131701949,7.690012105,6.619109755,10.0249906,9.637112239,10.2570286,10.04603711,0.17822281,0.160842065,0.215095625,0.242678462,0.312676219,0.231660324,9.114279003,8.293927072,10.19245195,8.793574253,7.741417884,9.910798884,4.548860325,3.714382951,5.122055775,4.467883504,3.162206762,3.223416927,2.833932836,3.007923304,1.972549109,3.136193077,3.829134027,3.4735119,0.773975608,0.663023018,0.636997781,0.773303546,0.704885268,0.723956484
TAG 52:5; TAG 16:0-16:1-20:4; [M+Na]+,TAG , 52:5,C55 H96 O6,0.185469643,0.228996454,0.148039193,0.110537651,0.163509204,0.116292582,0.216122313,0.190276193,0.089081517,0.124832037,0.168525221,0.164825725,0.311328278,0.185679432,0.139393226,0.163898777,0.175369808,0.192424025,6.737723457,5.568528618,8.112526965,7.872246288,8.932106945,9.655565255,0.071401171,0.071798198,0.086215338,0.102930071,0.117695908,0.099445842,1.915997546,1.797194988,2.055447952,1.657510731,1.992457116,1.92013831,0.400690016,0.303980544,0.372836571,0.448706002,0.278476994,0.270293231,0.314034961,0.368905666,0.212864939,0.32618998,0.392119426,0.395246223,0.426747739,0.434945087,0.42631689,0.453278806,0.525079133,0.497825702
TAG 52:5; TAG 16:0-16:1-20:4; [M+Na]+,TAG , 52:5,C55 H96 O6,2.368165308,2.549663116,1.431000728,1.812108864,2.147225777,1.536317542,0.404957421,0.383738824,0.312972716,0.316330115,0.520814272,0.389366866,2.639703133,3.508809634,3.27915918,3.077559542,4.192904701,5.875815326,0.293130753,0.295586846,0.343944346,0.416461371,0.37295835,0.275231211,0.053916609,0.044418358,0.06382632,0.084575065,0.044286321,0.069890909,2.319250438,1.46968459,2.004016284,1.360189417,1.542948366,2.114230056,2.639437987,1.950675461,2.609557902,1.96515991,1.489063816,2.571982394,0.743043814,0.9956013,0.978868585,1.291648633,1.36639508,1.31286651,0.268840836,0.210788421,0.245278591,0.255075353,0.262719806,0.232442764
TAG 53:2; TAG 16:0-18:1-19:1; [M+Na]+,TAG , 53:2,C56 H104 O6,0.076292013,0.064276892,0.031219692,0.048561698,0.04471788,0.043574712,0.2092773,0.282218942,0.183557777,0.188143417,0.216769197,0.247272621,0.064147893,0.0679289,0.064733134,0.049606637,0.062392454,0.064250198,1.252638841,1.131992642,1.267623753,1.34030641,1.542183383,1.748467899,0.012774701,0.011922756,0.019109587,0.022655854,0.021577555,0.022924501,0.071341144,0.056308928,0.054991468,0.055049677,0.068915852,0.076940888,0.075698073,0.086145366,0.121046527,0.074507585,0.099263928,0.054723995,0.089212173,0.087316449,0.066762569,0.053674313,0.079863317,0.10193291,0.00507975,0.004894936,0.004417251,0.004542384,0.004746544,0.00467488
TAG 53:2; TAG 17:0-18:1-18:1; [M+Na]+,TAG , 53:2,C56 H104 O6,8.020042104,9.18536606,5.707110463,5.525659347,7.469560724,7.082082692,4.622579513,4.216280022,3.348052491,3.831852768,4.542128619,4.194802297,3.171916902,3.143125285,2.472402196,2.257142627,3.406293249,3.678043006,1.718061259,1.741479044,2.124740748,1.951315366,2.319746776,2.652701175,0.217422211,0.254640621,0.313325095,0.371857539,0.361703493,0.31675072,8.670201544,7.892579124,10.63500804,9.275935674,10.80123722,10.51407105,3.808996993,3.849379703,3.746764831,4.32111663,2.89884809,2.532295069,1.416176621,1.394443706,1.220835585,1.300079496,1.80102679,1.633101786,2.868193168,2.749157933,2.704830524,2.584270637,3.097972248,2.82119656
TAG 53:3; TAG 17:1-18:1-18:1; [M+Na]+,TAG , 53:3,C56 H102 O6,4.086767083,3.363981797,2.94272119,2.205820056,4.381315743,2.935656841,2.47115693,3.349170014,2.045637466,2.764097384,3.698656125,3.004412048,2.336389484,2.634897359,1.773451341,1.508758669,2.288757621,2.842313603,2.296615616,2.164346344,2.830190178,2.729909254,3.147056748,3.177476391,0.256090167,0.225706694,0.270637917,0.348982744,0.317034974,0.312663824,9.14964723,8.834410536,10.33902541,7.659683237,8.500360231,9.38570855,2.781829557,3.702408815,3.731414568,3.410620323,2.606204963,2.030375629,1.154556719,1.49241975,1.178847249,1.061899719,1.612496826,1.569717543,1.168032159,1.291980877,1.459886483,1.228684064,1.134237408,1.40251116
TAG 53:3; TAG 17:1-18:1-18:1; [M+Na]+,TAG , 53:3,C56 H102 O6,0.459261587,1.471418765,0.91101303,0.984526107,0.259194169,1.24254118,0.872281957,0.676967202,0.470594156,0.575938601,0.872551855,0.634717754,1.706670223,1.988947681,1.41752268,1.377417017,1.686530385,2.08497897,1.487553827,1.268949921,2.056615716,2.011919527,1.9988705,2.106697474,0.119012217,0.100716095,0.125064412,0.122198121,0.061489317,0.098310191,3.343320717,3.104548127,2.783925153,3.079495057,3.411768893,2.533109354,3.490831584,3.243646284,2.900586919,4.015277803,2.161851568,2.977555137,1.957418519,2.060236302,1.875166295,1.381378185,1.67236994,1.776703372,0.320848035,0.306433589,0.19676811,0.506500319,0.453393445,0.351415643
TAG 53:3; TAG 17:1-18:1-18:1; [M+Na]+,TAG , 53:3,C56 H102 O6,0.1125396,0.089166931,0.064590501,0.075705317,0.18553677,0.088725024,0.099718036,0.054762432,0.044185407,0.104559682,0.118273468,0.055406191,0.127325697,0.240029147,0.114754175,0.139862428,0.087551157,0.091236317,0.520237326,0.324649213,0.340668394,0.545392218,0.381674486,0.459702265,0.004002223,0.013501889,0.014407658,0.009400348,0.004814185,0.010929175,0.035457084,0.246894,0.307790683,0.028197809,0.114785694,0.188165997,0.209143949,0.132883355,0.094674732,0.105302843,0.093842943,0.176378211,0.155386923,0.18171396,0.016589296,0.125356479,0.02701655,0.095493168,0.01652102,0.037538984,0.03781851,0.009361949,0.024834245,0.059170943
TAG 53:7; TAG 16:3-16:3-21:1; [M+Na]+,TAG , 53:7,C56 H94 O6,4.837105942,5.474733031,3.105702863,3.108029323,4.485152657,4.025578924,6.895287796,6.726045727,5.801455403,6.156632882,8.381599731,6.854024581,8.84003811,8.941499903,7.39554647,7.335901817,9.142930419,10.65248896,2.361130567,2.334188245,2.550698659,2.577834892,3.367748079,3.391466133,0.349966271,0.328832757,0.304355824,0.361008477,0.404310487,0.374056289,8.323192729,8.409397901,6.644147858,5.379860532,6.808847315,6.519267795,16.905193,15.26465205,8.22239901,8.453665996,5.929303801,5.967838525,5.427766686,5.375193805,4.017684793,4.537651882,8.076783893,7.016996416,0.678709072,0.671542297,0.699026633,0.652805118,0.765655053,0.734077807
TAG 53:7; TAG 16:3-16:3-21:1; [M+Na]+,TAG , 53:7,C56 H94 O6,7.447443455,8.313784522,4.922922125,4.740814224,6.890788871,6.042761197,11.03481799,10.75766446,8.837378679,10.0503936,13.65827888,9.791631907,13.63133764,14.0574051,11.41898266,11.50505988,14.41912474,16.8358942,3.718451897,3.634982476,4.061978275,4.118173992,5.438123792,5.488737626,0.545587794,0.493965288,0.491850499,0.532611602,0.619441494,0.55718247,13.71484734,13.55920298,10.88726991,8.883228035,11.18185358,10.75540026,27.01673971,24.54034908,12.48721438,12.9790011,9.425289301,9.396447838,8.65346379,8.702306415,6.653979332,7.30168126,12.89019631,11.63524267,1.042939187,1.044479876,1.062750442,1.021147088,1.194602438,1.142661782
TAG 53:8; TAG 16:4-16:4-21:0; [M+Na]+,TAG , 53:8,C56 H92 O6,0.088365058,0.121008846,0.103326342,0.121344138,0.118491274,0.161013519,0.15836883,0.084925158,0.07038506,0.110363152,0.136996764,0.143300718,0.07985593,0.10951906,0.063145232,0.063104315,0.076323779,0.20800271,0.460265248,0.542259213,0.174903845,0.246166375,0.395563028,0.568515648,0.01210387,0.017830393,0.010083783,0.010661865,0.011629106,0.016662069,0.061285239,0.05925091,0.142777964,0.092637781,0.12750025,0.108609018,0.128904598,0.146701394,0.093453231,0.174786841,0.066368997,0.066624779,0.107450615,0.088127872,0.081654935,0.06286146,0.124655462,0.090831203,0.012768321,0.01197349,0.029750239,0.038852133,0.041598996,0.040288645
TAG 54:1; TAG 18:0-18:0-18:1; [M+Na]+,TAG , 54:1,C57 H108 O6,8.314630379,8.853311666,5.858474415,5.4587512,7.347703218,6.799804737,6.759917216,6.210896095,5.002662997,5.34915026,6.449177972,6.06566383,5.150771018,5.568871536,4.403696028,4.427991333,5.443521858,6.063291673,2.51400704,2.35875195,2.726144832,2.681936146,3.532435172,3.394743475,0.313375325,0.31389574,0.430670874,0.488085972,0.495439007,0.464600975,14.96933904,14.24748427,18.56813693,15.0856668,17.6592365,17.97392092,6.213328621,6.438018466,6.020343395,7.743185597,5.125506398,4.982289436,2.393866146,2.445689564,1.996293673,2.114987153,2.806362713,2.720245396,1.73312468,1.723184693,1.763283357,1.822188832,2.05295579,1.999603428
TAG 54:1; TAG 18:0-18:0-18:1; [M+Na]+,TAG , 54:1,C57 H108 O6,0.572807799,0.474200856,0.3382014,0.350563478,0.392962956,0.415748632,1.992875328,1.733494238,1.482541951,1.457961392,1.928172026,1.613537482,0.469461963,0.570249412,0.423725042,0.440347459,0.575726492,0.594788693,0.324345355,0.299991035,0.416483912,0.464191477,0.456690079,0.49497543,0.029468469,0.024105705,0.051635928,0.052797083,0.046010862,0.039520407,0.099464036,0.109432499,0.088787942,0.062727604,0.090368868,0.0836868,0.776652367,0.864717223,1.015042067,1.099149574,0.698721805,0.642332334,0.255902913,0.25356805,0.231991934,0.24038841,0.286235933,0.287637591,0.00475657,0.004441216,0.003968279,0.00416517,0.004150841,0.003953111
TAG 54:1; TAG 18:0-18:0-18:1; [M+Na]+,TAG , 54:1,C57 H108 O6,12.57258928,12.90624455,9.577897107,9.133357825,12.63071586,11.60219209,12.4221293,11.90076305,9.957956952,10.87561019,12.68128537,10.83051654,1.65531335,1.61133243,1.345834749,1.531180226,1.91633735,2.304293206,1.497908228,1.472494444,0.929683058,0.963463353,1.858173506,1.828155408,0.611569626,0.598631548,1.087145558,1.255361671,1.221078629,0.981262147,7.880075966,7.415584473,13.68501823,11.1957524,13.86962546,13.47217298,7.434982329,6.945409883,7.926941408,8.089173582,5.788750963,5.437231983,2.819800678,2.864496397,2.347523526,2.705015993,3.364099023,3.073550128,0.887144137,0.998027668,1.199785033,1.245641228,1.411524437,1.308915103
TAG 54:2; TAG 16:0-18:1-20:1; [M+NH4]+,TAG , 54:2,C57 H106 O6,3.661240127,3.614894867,2.3269272,2.135098121,1.497737512,3.392018455,3.865651477,3.298797063,3.530377274,3.068270307,5.014533605,3.787160006,2.281642985,3.054363993,2.046203685,1.992968464,2.565447929,2.821754046,5.613995109,4.602405576,6.403333872,6.442763284,7.395720412,8.181881927,0.292753175,0.275121387,0.379848964,0.377315291,0.449755965,0.451279472,38.80726413,38.52499804,45.46345225,38.41005774,42.42440014,41.81497326,3.248862724,3.317893861,3.377511343,3.928653686,2.494045603,2.646333153,2.067298121,2.47698026,1.769714478,1.732764827,2.491482326,2.338944587,2.354283973,2.188898858,2.261234695,2.241990285,2.600984028,2.587151731
TAG 54:2; TAG 18:0-18:1-18:1; [M+NH4]+,TAG , 54:2,C57 H106 O6,87.65337418,96.55368247,63.06405251,58.40728607,71.53958107,68.08102211,62.37379742,63.23342781,50.80484564,53.51236021,67.69426838,63.92181858,27.03105715,28.34917853,21.74064241,22.93520613,29.10743922,32.79570039,34.99075012,32.71936224,36.81169881,36.38923095,46.69992457,47.51679736,4.246161213,3.720459512,5.55952488,6.670006098,6.491252609,5.92080935,235.0269125,221.7011432,298.9773326,242.7591431,294.9154307,299.9245125,56.4939879,57.65672064,58.46676186,68.95776125,43.23094168,45.44502172,26.93456519,25.90321044,21.07814635,23.58456523,29.66206533,26.96786643,26.64729965,25.797715,28.04732112,27.83970687,29.45257496,30.19612391
TAG 54:2; TAG 18:0-18:1-18:1; [M+NH4]+,TAG , 54:2,C57 H106 O6,36.16511153,39.6161085,25.59255973,24.02106722,31.68890004,30.01510572,26.37490618,30.35149057,22.69160372,22.75573816,31.7125997,27.68497802,7.738481254,7.933556481,6.39336573,6.614677505,8.504485436,9.031852578,17.58939329,16.84677314,17.75809829,17.02428225,22.47845703,23.63305545,1.867452544,1.586319079,2.427131487,3.08279685,2.940994895,2.662417047,125.0066903,122.8861473,163.114645,137.4633987,170.9945234,168.0908832,22.24556843,21.44096589,22.32643998,25.15927044,15.54434874,16.33526165,11.06995512,11.58821672,8.898198844,8.983102292,11.64864476,10.91439416,12.37017449,12.3089494,13.06082696,12.98323217,12.81014666,14.36889214
TAG 54:3; TAG 16:1-18:1-20:1; [M+NH4]+,TAG , 54:3,C57 H104 O6,0.606161461,0.325366035,0.200664385,0.283996312,0.567927278,0.570178942,0.143635796,0.106501321,0.087422374,0.107205838,0.175417326,0.146253527,0.105119653,0.103848272,0.144984391,0.272481102,0.097887848,0.222817792,0.662795219,0.612302284,0.683643826,0.573018708,0.08987579,1.061556291,0.01334258,0.005241525,0.00551541,0.033491254,0.018382536,0.016035893,2.604559546,1.107476088,1.343618879,2.964669621,0.445195685,1.071517097,0.324149897,0.325900418,0.914850358,0.2556803,0.212881286,0.262595137,0.447036328,0.525683554,0.394222423,0.376093344,0.517746469,0.560600278,0.149930517,0.230898408,0.157080668,0.131026678,0.191674181,0.125167835
TAG 54:3; TAG 18:1-18:1-18:1; [M+NH4]+,TAG , 54:3,C57 H104 O6,86.29517511,90.87154368,56.87578061,52.37883249,70.56166598,67.57004818,87.27231543,83.75757554,71.30350274,71.34195621,99.36675172,83.35923463,43.62346219,48.90605701,35.04598733,36.17810595,49.94202774,48.28344634,77.67317995,83.94530147,102.5557492,95.51189793,111.3510563,116.7663715,6.67809099,6.549300896,8.376985938,9.07147389,9.958825204,8.877938792,487.6761019,514.3595125,552.5173409,468.6128726,532.7165919,521.9017576,88.10596282,85.98086075,93.55690056,105.1485418,64.62590686,62.17334949,47.55067826,49.00546826,39.46332012,40.0636353,50.342344,47.37502769,44.45103221,42.35723085,40.1770209,42.90193072,45.91981452,42.08495663
TAG 54:3; TAG 18:1-18:1-18:1; [M+NH4]+,TAG , 54:3,C57 H104 O6,32.22859166,35.12229862,21.97295586,22.69188806,29.79217785,30.20223437,38.88372074,36.06274038,26.770058,29.65147319,45.00637247,35.6454725,19.56347984,19.18390248,13.04947633,16.17801193,20.92751553,21.86593364,45.93467703,43.3546729,56.13334268,56.03148679,63.1552787,66.62877542,2.976879296,2.749873875,3.343786498,4.126572532,4.709904686,4.344281688,328.5878604,338.5907852,372.9728429,308.9528466,360.4772323,343.5120693,32.59237483,30.49917555,30.43492328,34.04693976,25.43362133,25.95700688,18.97186952,21.15991335,16.28346494,16.68642908,21.13311024,20.2617653,22.90865824,21.55894372,21.88538337,22.46771477,23.17376197,23.14340699
TAG 54:4; TAG 18:1-18:1-18:2; [M+NH4]+,TAG , 54:4,C57 H102 O6,4.836202792,6.935501473,3.977107862,4.157118798,7.165506149,5.487013931,1.829690993,1.667186687,1.486520961,1.66455679,2.696017739,2.640329773,6.951346671,6.089849677,4.512485368,4.338073806,5.619530097,5.575476883,5.460938033,4.685278909,5.634569798,5.833424735,6.659373896,6.18243817,0.170060306,0.161667388,0.247061304,0.332422404,0.299140512,0.29003403,23.7368218,26.61501019,30.36056233,23.48664986,27.99036394,26.81352611,8.851491751,8.587544388,7.70904451,5.987487232,6.424137903,7.897546781,6.874510718,5.264642125,4.279091368,4.191024128,6.739521858,4.39287977,1.652055258,1.626829177,1.495868203,1.633654793,1.767282394,1.831884343
TAG 54:5; TAG 16:0-18:1-20:4; [M+Na]+,TAG , 54:5,C57 H100 O6,10.61749212,9.76474494,6.14271983,6.980754962,7.707260485,9.859803898,1.658767285,2.247530649,1.39708834,1.345550719,1.63220528,1.515226969,2.784824814,2.151005604,1.904151052,2.863576966,2.002209496,3.066803799,0.890115431,1.215316541,2.239788024,1.368844246,1.132422253,2.383787386,0.114104525,0.08265329,0.125139155,0.225809691,0.162989323,0.255281375,0.398715898,5.083352429,5.633682082,4.957708355,1.80228232,5.152140571,10.07400051,9.13685686,5.771355817,10.38670007,6.958528269,2.848155763,2.568337129,2.723615789,2.059135883,2.342128669,4.936886798,2.90678946,0.623870746,0.765862138,0.583889148,0.475604618,0.671583189,0.65300639
TAG 54:5; TAG 16:0-18:1-20:4; [M+Na]+,TAG , 54:5,C57 H100 O6,10.76615514,9.948073728,6.289793421,7.10738462,7.933338857,10.02687063,2.268339626,2.924945241,1.831010539,1.803382903,2.276196469,1.998471559,6.747381491,6.275745959,4.63111022,4.147240559,5.602920374,6.351462753,0.941419471,1.268372669,0.752011187,0.323936342,0.162160582,1.618971918,0.134054158,0.10363171,0.153389299,0.233384653,0.185587293,0.184228872,5.162825454,5.26141534,5.782345158,5.119652404,5.574020666,5.32424325,12.07638281,7.920321911,6.618818792,18.00271228,8.593194763,3.484679783,2.890088907,3.004928825,2.342293314,2.555428434,5.370138265,3.283055429,0.633952757,0.775636206,0.592967373,0.484780383,0.680620536,0.661103272
TAG 54:5; TAG 16:0-18:1-20:4; [M+Na]+,TAG , 54:5,C57 H100 O6,0.998627149,1.242321099,0.658997879,0.620274852,0.809055709,0.917642567,1.092603781,1.264928479,0.738043561,0.839652247,1.314084399,1.219519028,0.945973682,1.145408811,0.845897759,0.822082699,1.106091303,1.12564592,8.351434814,8.193137888,10.65083696,9.861141425,12.01810172,12.79864612,0.230953651,0.217150284,0.2747172,0.31920341,0.345110351,0.293267985,8.221092577,8.758871084,9.103322915,8.296808417,8.166765438,7.886874004,1.443950062,1.547300713,1.615602795,1.79483832,1.160643337,1.277890002,1.027804099,1.026195561,0.673594229,0.753026947,0.926597029,1.058743059,1.648197712,1.617235233,1.47455563,1.548828034,1.078003778,1.045399286
TAG 54:5; TAG 18:1-18:1-18:3; [M+Na]+,TAG , 54:5,C57 H100 O6,0.825666863,1.278111861,0.70177172,0.696230622,1.032933175,0.876754647,0.400663834,0.238432867,0.080821461,0.212398046,0.296806195,0.27528494,1.142208013,0.09035491,0.92455726,0.405819631,0.655819418,0.958316506,0.422372457,0.466996162,0.531460572,0.38644923,0.535613843,0.671542665,0.062413737,0.073285058,0.132731724,0.074276282,0.085640867,0.079209252,0.404455927,0.247041378,1.156366667,0.856595446,1.108543525,0.931878183,0.393049919,0.811739674,0.977722221,1.452811297,0.68486408,0.169551193,0.813305639,1.175788842,0.090826583,0.485009542,0.968716252,0.95789928,0.095070377,0.048317967,0.036591226,0.260197295,0.124022063,0.116309736
TAG 54:6; TAG 16:1-18:1-20:4; [M+Na]+,TAG , 54:6,C57 H98 O6,2.356295585,3.064318661,1.850248497,2.413305964,2.951185004,4.747898405,0.454637873,0.389275931,0.354945724,0.486190554,0.589413217,0.571769763,5.028568439,5.075903177,3.721634778,3.456086489,3.859612227,4.773725416,0.392303792,0.374656962,0.538463285,0.447812836,0.637491659,0.433124629,0.075057486,0.066490058,0.101932294,0.09009571,0.113961955,0.099442921,2.401468308,1.846593879,2.36706432,2.362736246,2.149048363,2.394261147,3.078518831,2.99155025,2.753088899,3.251707706,2.272043175,2.175953011,1.359749853,0.767969258,1.083516376,0.632812615,0.244410728,1.364389411,0.216858831,0.119355327,0.176991558,0.178114989,0.174964611,0.26080882
TAG 54:6; TAG 16:1-18:1-20:4; [M+Na]+,TAG , 54:6,C57 H98 O6,0.126296496,0.136388291,0.080702382,0.078154797,0.11423642,0.10967618,0.144581584,0.170042846,0.157634813,0.10322786,0.159113155,0.148594075,0.214070924,0.204262413,0.129783603,0.161446339,0.165375054,0.174449654,3.898367125,3.559298341,5.170016133,5.075454323,5.849161682,6.181933887,0.063142087,0.061765245,0.060763449,0.064677222,0.088222435,0.072240399,1.650730855,1.563021793,1.761766686,1.459771069,1.580000966,1.578293181,0.271530574,0.374439839,0.174861469,0.19032189,0.140078608,0.135713687,0.200434308,0.229022763,0.16753891,0.220037625,0.257038027,0.179612289,0.204651942,0.120610777,0.166036455,0.164317716,0.177971302,0.206715678
TAG 54:9; TAG 18:3-18:3-18:3; [M+Na]+,TAG , 54:9,C57 H92 O6,7.347143161,8.571681719,4.855292041,4.081653183,6.760800754,7.273307276,7.229102586,7.412620262,5.377026015,5.385401692,8.161232326,7.357427004,7.108153893,6.193467382,4.966649215,5.347228552,5.445652309,6.672335208,0.501455548,0.365266499,0.539480502,0.129793528,0.480105908,0.601094585,0.642614445,0.611447124,0.714130411,0.859041242,0.846062737,0.8583954,9.269833397,1.059811554,1.416092747,6.519645275,1.193927889,0.561890074,11.53681447,13.24418252,10.66105351,14.28302486,8.867702571,8.195806678,5.355900059,5.265890514,4.08615567,4.764986075,6.872006399,5.77033968,2.446010904,1.614449777,1.95596332,2.24071094,2.34619837,2.055429195
TAG 55:2; TAG 18:0-18:1-19:1; [M+Na]+,TAG , 55:2,C58 H108 O6,0.336249185,0.238377662,0.18590317,0.192653472,0.191733994,0.25878995,1.365101575,1.268787341,0.98935804,0.977036091,1.23225109,1.062392167,0.132714862,0.102933158,0.056503755,0.056995631,0.071594337,0.078143772,1.239463979,1.283385418,1.279772121,1.288069631,1.714901243,1.691409038,0.029783874,0.028340337,0.045246315,0.052533766,0.057457981,0.048789651,0.253465537,0.272389411,0.405096297,0.313452904,0.417027234,0.362066809,0.526394953,0.515410957,0.514737726,0.50681241,0.381693164,0.380971788,0.1822546,0.194013794,0.171298258,0.174297825,0.207050864,0.19423211,0.005309805,0.013874167,0.004680067,0.00653406,0.013420329,0.004928617
TAG 55:2; TAG 18:0-18:1-19:1; [M+Na]+,TAG , 55:2,C58 H108 O6,2.110964005,1.99959308,1.458818616,1.398262374,1.802528778,1.95167795,0.950827145,1.160944968,0.669196054,0.69427218,1.087562505,0.804546274,0.41768301,0.295938667,0.287758341,0.286520317,0.600218901,0.499098165,0.222761132,0.24513114,0.200424234,0.263717447,0.38792003,0.40287241,0.053956173,0.049784067,0.069506685,0.083832888,0.078024318,0.068929878,1.887444474,1.691069737,2.564597032,2.151730798,2.24389973,2.647096627,1.063127134,0.919180614,0.976135123,1.243660362,0.888994748,0.799420866,0.381448387,0.40210226,0.314140219,0.357152042,0.498881649,0.452200952,0.740299759,0.623189685,0.764430905,0.764380711,0.876400995,0.824616969
TAG 55:3; TAG 18:1-18:1-19:1; [M+Na]+,TAG , 55:3,C58 H106 O6,0.067038276,0.082708672,0.042636285,0.045843045,0.080584975,0.057526536,0.212448488,0.122439523,0.04969926,0.109746036,0.143017153,0.054502499,0.118312851,0.112732034,0.065941291,0.064586322,0.081233063,0.148321441,0.675126156,0.678282417,0.815883367,0.743800717,0.918030256,0.97521733,0.010299524,0.010563708,0.018183897,0.019040518,0.019018535,0.018190709,0.102736988,0.088699852,0.106881007,0.075934279,0.083734816,0.097225542,0.163547343,0.156367956,0.092430305,0.102338389,0.131383684,0.161413539,0.081464355,0.088233796,0.087564698,0.06825852,0.093949038,0.074299471,0.007470074,0.012330874,0.006373671,0.00666685,0.006890065,0.007115741
TAG 55:3; TAG 18:1-18:1-19:1; [M+Na]+,TAG , 55:3,C58 H106 O6,2.480468269,2.975744765,1.759005325,1.760281832,2.409323942,1.923923148,1.455813282,1.396455675,1.118093478,1.155485004,1.554125364,1.345283526,0.934415112,1.059867947,0.763448793,0.832635621,1.133417901,1.057460867,0.498195263,0.513431711,0.535570998,0.666731842,0.725534284,0.727480909,0.074788903,0.059831339,0.06796004,0.098927192,0.092700498,0.083448397,4.419565541,4.102599397,5.093657099,4.281512303,5.246005592,4.705916985,2.154754972,1.982937033,1.984709146,1.779034406,1.549441645,1.3432561,0.880277567,0.828471163,0.597939735,0.733054235,0.987400437,0.792943063,0.817805912,0.81327757,0.792228404,0.846080261,0.950731459,0.892073331
TAG 55:5; TAG 12:0-21:5-22:0; [M+Na]+,TAG , 55:5,C58 H102 O6,24.25004007,26.78501342,15.91303794,14.96317808,18.61975135,17.29225416,19.14994976,19.45941373,13.26725327,14.61105162,22.58878729,19.21112616,9.522567514,9.527061267,7.077134779,6.76811993,9.380232578,9.468097029,16.40869842,15.06034486,18.82272892,19.84776879,21.03283566,22.93584128,1.463784834,1.396536707,1.650967538,2.042352716,2.212431055,1.994380567,36.44398444,31.36745319,40.10032781,34.07577529,37.93900112,34.97822168,18.05795273,16.38419994,17.21481665,18.24303959,12.17117819,12.64651294,6.800246037,7.724382146,5.934596874,6.455099285,7.976498884,8.218197297,9.533839927,9.529510065,8.843531551,8.461314311,9.495219687,9.071210278
